,StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C,rank
651,12,12,32,2,1922,61,73,4,93,101,2,122,37,143,152,1,172,1,191,201,2,other,0.117647059,0.90800044,0.353608837,0,1,1,2,918
86,12,18,34,2,1295,61,72,4,92,101,1,122,27,143,152,2,173,1,191,201,1,other,0.205882353,0.942500275,0.353187466,0,1,1,1,919
990,14,12,34,6,3565,65,72,2,93,101,1,122,37,143,152,2,172,2,191,201,1,other,0.117647059,0.817596567,0.352293388,0,1,2,2,920
339,12,10,32,2,1521,61,73,4,91,101,2,123,31,143,152,1,172,1,191,201,1,other,0.088235294,0.930064928,0.352241902,0,1,1,1,921
555,12,12,32,3,1331,61,72,2,93,101,1,123,22,142,152,1,173,1,191,201,2,young,0.117647059,0.940519423,0.351906942,1,1,1,1,922
459,14,18,32,3,4594,61,72,3,93,101,2,123,32,143,152,1,173,1,192,201,1,other,0.205882353,0.76097722,0.350423486,0,1,3,1,923
821,13,12,32,3,3016,61,73,3,94,101,1,123,24,143,152,1,173,1,191,201,1,young,0.117647059,0.847804556,0.350161541,1,1,2,1,924
412,14,12,34,9,2292,61,71,4,93,101,2,123,42,142,152,2,174,1,192,201,2,other,0.117647059,0.887641686,0.349821162,0,1,2,2,925
407,11,15,32,3,1053,61,72,4,94,101,2,121,27,143,152,1,173,1,191,202,1,other,0.161764706,0.955816001,0.347456876,0,1,1,1,926
595,12,6,31,0,931,62,72,1,92,101,1,122,32,142,152,1,172,1,191,201,2,other,0.029411765,0.962528887,0.347337796,0,1,1,1,927
355,12,24,32,0,1246,61,72,4,93,101,2,121,23,142,152,1,172,1,191,201,2,young,0.294117647,0.945196434,0.346849131,1,1,1,1,928
141,12,36,32,3,4795,61,72,4,92,101,1,124,30,143,152,1,174,1,192,201,1,other,0.470588235,0.749917465,0.343349898,0,2,3,1,929
284,12,24,34,0,3878,62,72,4,91,101,2,123,37,143,152,1,173,1,192,201,1,other,0.294117647,0.800374161,0.343161267,0,1,2,2,930
536,11,6,32,0,1374,65,71,4,92,101,3,122,75,143,152,1,174,1,192,201,1,other,0.029411765,0.938153406,0.342802822,0,1,1,3,931
466,11,24,33,3,1659,61,72,4,92,101,2,123,29,143,151,1,172,1,192,201,2,other,0.294117647,0.922471663,0.342621267,0,1,1,1,932
610,11,12,32,4,741,62,71,4,92,101,3,122,22,143,152,1,173,1,191,201,2,young,0.117647059,0.972983383,0.342442873,1,1,1,1,933
171,14,12,32,2,763,61,73,4,92,101,1,121,26,143,152,1,173,1,192,201,1,other,0.117647059,0.971772862,0.34221766,0,1,1,1,934
562,13,6,33,3,683,61,72,2,92,101,1,122,29,141,152,1,173,1,191,201,1,other,0.029411765,0.976174755,0.342124624,0,1,1,1,935
745,11,13,34,9,1797,61,72,3,93,101,1,122,28,141,152,2,172,1,191,201,1,other,0.132352941,0.914878398,0.342120559,0,1,1,1,936
140,13,6,32,0,709,64,72,2,94,101,2,121,27,143,152,1,171,1,191,202,1,other,0.029411765,0.97474414,0.341858463,0,1,1,1,937
665,14,24,34,10,6314,61,71,4,93,102,2,124,27,141,152,2,174,1,192,201,1,other,0.294117647,0.666336525,0.341479846,0,1,3,1,938
235,11,24,32,3,1823,61,71,4,93,101,2,123,30,142,152,1,174,2,191,201,2,other,0.294117647,0.913447783,0.340942406,0,1,1,1,939
697,14,12,34,0,926,61,71,1,92,101,2,122,38,143,152,1,171,1,191,201,1,other,0.117647059,0.962804006,0.340549035,0,1,1,2,940
612,11,21,32,3,3357,64,72,4,92,101,2,123,29,141,152,1,173,1,191,201,1,other,0.25,0.829041488,0.340286788,0,1,2,1,941
67,12,12,32,0,1007,64,73,4,94,101,1,121,22,143,152,1,173,1,191,201,1,young,0.117647059,0.958347089,0.339719842,1,1,1,1,942
818,11,36,32,10,15857,61,71,2,91,102,3,123,43,143,152,1,174,1,191,201,1,other,0.470588235,0.141245736,0.338635778,0,2,3,2,943
679,14,18,32,3,1453,61,72,3,92,101,1,121,26,143,152,1,173,1,191,201,1,other,0.205882353,0.933806537,0.33606615,0,1,1,1,944
50,12,24,33,2,2333,65,72,4,93,101,2,122,29,141,152,1,172,1,191,201,1,other,0.294117647,0.885385716,0.335721556,0,1,2,1,945
934,11,12,32,3,1498,61,73,4,92,101,1,123,23,141,152,1,173,1,191,201,1,young,0.117647059,0.931330472,0.334693494,1,1,1,1,946
381,12,18,32,1,12976,61,71,3,92,101,4,124,38,143,153,1,174,1,192,201,2,other,0.205882353,0.299768901,0.334384729,0,1,3,2,947
601,12,9,32,2,918,61,73,4,92,101,1,122,30,143,152,1,173,1,191,201,2,other,0.073529412,0.963244195,0.332422997,0,1,1,1,948
455,14,24,32,1,2679,61,72,4,92,101,1,124,29,143,152,1,174,1,192,201,1,other,0.294117647,0.866347529,0.332179568,0,1,2,1,949
604,13,10,32,2,1275,61,72,4,92,101,2,122,23,143,152,1,173,1,191,201,1,young,0.088235294,0.943600748,0.33150438,1,1,1,1,950
721,12,6,31,6,433,64,72,4,92,101,2,122,24,141,151,1,173,2,191,201,2,young,0.029411765,0.98993067,0.329179988,1,1,1,1,951
257,11,12,31,3,2149,61,73,4,91,101,1,124,29,143,153,1,173,1,191,201,2,other,0.117647059,0.895510069,0.328029233,0,1,2,1,952
924,11,24,31,2,6872,61,72,2,91,101,1,122,55,141,152,1,173,1,192,201,2,other,0.294117647,0.635633322,0.328015684,0,1,3,3,953
344,13,10,32,0,3949,61,72,1,93,103,1,122,37,143,152,1,172,2,191,201,1,other,0.088235294,0.796467481,0.327386563,0,1,2,2,954
462,12,12,32,2,3017,61,72,3,92,101,1,121,34,143,151,1,174,1,191,201,1,other,0.117647059,0.847749532,0.32689549,0,1,2,1,955
953,14,36,32,2,10974,61,71,4,92,101,2,123,26,143,152,2,174,1,192,201,2,other,0.470588235,0.409926268,0.32660735,0,2,3,1,956
311,14,24,32,2,5511,62,73,4,93,101,1,123,25,142,152,1,173,1,191,201,1,young,0.294117647,0.710520524,0.326444311,0,1,3,1,957
674,14,21,33,9,2580,63,72,4,93,101,2,121,41,141,152,1,172,2,191,201,2,other,0.25,0.871794872,0.324985092,0,1,2,2,958
931,12,9,32,3,1670,61,72,4,92,101,2,123,22,143,152,1,173,1,192,201,2,young,0.073529412,0.921866403,0.324724803,1,1,1,1,959
481,12,24,32,0,1201,61,72,4,93,101,1,122,26,143,152,1,173,1,191,201,1,other,0.294117647,0.947672499,0.324053981,0,1,1,1,960
583,12,36,32,5,2384,61,72,4,93,101,1,124,33,143,151,1,172,1,191,201,2,other,0.470588235,0.882579509,0.32151958,0,2,2,1,961
247,14,6,30,0,1204,62,73,4,93,101,1,124,35,141,151,1,173,1,191,202,1,other,0.029411765,0.947507428,0.321287292,0,1,1,2,962
10,12,12,32,0,1295,61,72,3,92,101,1,123,25,143,151,1,173,1,191,201,2,young,0.117647059,0.942500275,0.321267721,0,1,1,1,963
47,11,6,32,1,1352,63,71,1,92,101,2,122,23,143,151,1,171,1,192,201,1,young,0.029411765,0.939363926,0.319772222,1,1,1,1,964
704,12,27,32,9,2528,61,72,4,92,101,1,122,32,143,152,1,173,2,192,201,1,other,0.338235294,0.874656102,0.318677469,0,2,2,1,965
783,12,12,32,0,836,62,72,4,92,101,2,122,23,141,152,1,172,1,191,201,2,young,0.117647059,0.967756135,0.318214548,1,1,1,1,966
587,11,12,32,2,1289,61,73,4,93,103,1,122,21,143,152,1,172,1,191,201,1,young,0.117647059,0.942830417,0.313577205,1,1,1,1,967
514,14,24,32,0,2255,65,72,4,93,101,1,122,54,143,152,1,173,1,191,201,1,other,0.294117647,0.889677561,0.313264225,0,1,2,3,968
34,13,12,32,2,1474,61,72,4,92,101,1,122,33,141,152,1,174,1,192,201,1,other,0.117647059,0.93265104,0.311683367,0,1,1,1,969
166,11,18,32,2,1131,61,71,4,92,101,2,123,33,143,152,1,173,1,191,201,2,other,0.205882353,0.951524155,0.308354699,0,1,1,1,970
500,11,24,32,0,3123,61,72,4,92,101,1,122,27,143,152,1,173,1,191,201,2,other,0.294117647,0.841917024,0.304378544,0,1,2,1,971
229,11,24,32,2,3149,61,72,4,93,101,1,124,22,141,153,1,173,1,191,201,1,young,0.294117647,0.840486409,0.304112383,1,1,2,1,972
873,14,15,32,4,874,65,72,4,92,101,1,121,24,143,152,1,173,1,191,201,1,young,0.161764706,0.965665236,0.302777664,1,1,1,1,973
496,12,36,32,2,9034,62,72,4,93,102,1,124,29,143,151,1,174,1,192,201,2,other,0.470588235,0.516672169,0.299955424,0,2,3,1,974
274,11,30,32,5,11998,61,72,1,91,101,1,124,34,143,152,1,172,1,192,201,2,other,0.382352941,0.35358204,0.299708834,0,2,3,1,975
663,12,6,33,2,1050,61,71,4,93,101,1,122,35,142,152,2,174,1,192,201,1,other,0.029411765,0.955981072,0.29960797,0,1,1,2,976
608,14,18,32,3,2051,61,72,4,93,101,1,121,33,143,152,1,173,1,191,201,1,other,0.205882353,0.900902388,0.298936696,0,1,2,1,977
747,11,12,32,0,1274,61,72,3,92,101,1,121,37,143,152,1,172,1,191,201,2,other,0.117647059,0.943655772,0.298226883,0,1,1,2,978
632,12,15,32,3,1444,65,72,4,93,101,1,122,23,143,152,1,173,1,191,201,1,young,0.161764706,0.93430175,0.296942596,1,1,1,1,979
866,11,18,32,3,2389,61,72,4,92,101,1,123,27,142,152,1,173,1,191,201,1,other,0.205882353,0.882304391,0.295476604,0,1,2,1,980
930,11,24,32,2,1747,61,72,4,93,102,1,122,24,143,152,1,172,1,191,202,1,young,0.294117647,0.917629581,0.295208787,1,1,1,1,981
944,11,15,32,2,1845,61,72,4,92,103,1,122,46,143,151,1,173,1,191,201,1,other,0.161764706,0.912237262,0.292837575,0,1,1,2,982
988,11,24,32,1,6579,61,71,4,93,101,2,124,29,143,153,1,174,1,192,201,1,other,0.294117647,0.651755255,0.292255424,0,1,3,1,983
964,12,6,32,5,454,61,72,3,94,101,1,122,22,143,152,1,172,1,191,201,1,young,0.029411765,0.988775173,0.290205322,1,1,1,1,984
383,13,12,32,0,1330,61,72,4,93,101,1,121,26,143,152,1,173,1,191,201,1,other,0.117647059,0.940574447,0.289901676,0,1,1,1,985
167,12,11,32,2,1577,64,72,4,92,101,1,121,20,143,152,1,173,1,191,201,1,young,0.102941176,0.926983603,0.284637168,1,1,1,1,986
623,11,12,32,2,1858,61,72,4,92,101,1,123,22,143,151,1,173,1,191,201,1,young,0.117647059,0.911521954,0.284496561,1,1,1,1,987
458,11,6,32,4,343,61,72,4,92,101,1,121,27,143,152,1,173,1,191,201,1,other,0.029411765,0.9948828,0.283589686,0,1,1,1,988
553,12,12,34,0,1995,62,72,4,93,101,1,123,27,143,152,1,173,1,191,201,1,other,0.117647059,0.903983713,0.283094097,0,1,1,1,989
948,14,18,32,2,1533,61,72,4,94,102,1,122,43,143,152,1,172,2,191,201,2,other,0.205882353,0.929404644,0.280983627,0,1,1,2,990
799,12,9,32,0,1549,65,72,4,93,101,2,121,35,143,152,1,171,1,191,201,1,other,0.073529412,0.928524265,0.279451847,0,1,1,2,991
56,12,12,32,3,6468,65,71,2,93,101,1,124,52,143,152,1,174,1,192,201,2,other,0.117647059,0.657862881,0.276063865,0,1,3,3,992
220,12,12,32,3,625,61,72,4,94,103,1,121,26,141,152,1,172,1,191,201,1,other,0.117647059,0.979366127,0.273862918,0,1,1,1,993
804,12,12,32,0,7472,65,71,1,92,101,2,121,24,143,151,1,171,1,191,201,1,young,0.117647059,0.602619126,0.273537895,1,1,3,1,994
416,11,12,32,0,2579,61,72,4,93,101,1,121,33,143,152,1,172,2,191,201,2,other,0.117647059,0.871849895,0.253859898,0,1,2,1,995
175,14,30,31,1,7485,65,71,4,92,101,1,121,53,141,152,1,174,1,192,201,2,other,0.382352941,0.601903819,0.252884979,0,2,3,3,996
439,13,12,31,9,609,61,72,4,92,101,1,121,26,143,152,1,171,1,191,201,2,other,0.117647059,0.980246506,0.250770896,0,1,1,1,997
640,11,18,32,6,750,61,71,4,92,101,1,121,27,143,152,1,171,1,191,201,2,other,0.205882353,0.97248817,0.219231725,0,1,1,1,998
364,11,18,32,2,2473,61,71,4,93,101,1,123,25,143,152,1,171,1,191,201,2,young,0.205882353,0.877682403,0.201593443,0,1,2,1,999
236,12,6,32,0,14555,65,71,1,93,101,2,122,23,143,152,1,171,1,192,201,2,young,0.029411765,0.212886541,0.184613638,1,1,3,1,1000
