StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C
11,11,34,0,3939,61,73,1,93,101,2,121,40,143,152,2,172,2,191,201,1,other,0.102941176,0.797017718,0.469759794,0,1,2,2
12,15,32,5,1514,62,73,4,93,103,2,121,22,143,152,1,173,1,191,201,1,young,0.161764706,0.930450094,0.389249265,1,1,1,1
14,24,32,0,7393,61,73,1,93,101,4,122,43,143,152,1,172,2,191,201,1,other,0.294117647,0.606965995,0.516480678,0,1,3,2
11,24,31,0,1193,61,71,1,92,102,4,124,29,143,151,2,171,1,191,201,2,other,0.294117647,0.948112688,0.510182388,0,1,1,1
11,60,32,9,7297,61,75,4,93,102,4,124,36,143,151,1,173,1,191,201,2,other,0.823529412,0.612248267,0.639214452,0,3,3,2
14,30,34,3,2831,61,73,4,92,101,2,123,33,143,152,1,173,1,192,201,1,other,0.382352941,0.857983933,0.41680686,0,2,2,1
13,24,32,3,1258,63,73,3,92,101,3,123,57,143,152,1,172,1,191,201,1,other,0.294117647,0.944536151,0.470757296,0,1,1,3
12,6,32,3,753,61,73,2,92,103,3,121,64,143,152,1,173,1,191,201,1,other,0.029411765,0.972323099,0.48094292,0,1,1,3
12,18,33,9,2427,65,75,4,93,101,2,122,42,143,152,2,173,1,191,201,1,other,0.205882353,0.880213492,0.527645739,0,1,2,2
14,24,33,0,2538,61,75,4,93,101,4,123,47,143,152,2,172,2,191,201,2,other,0.294117647,0.874105866,0.612692747,0,1,2,2
12,15,31,0,1264,62,73,2,94,101,2,122,25,143,151,1,173,1,191,201,2,young,0.161764706,0.944206009,0.453824009,0,1,1,1
12,30,34,2,8386,61,74,2,93,101,2,122,49,143,152,1,173,1,191,201,2,other,0.382352941,0.552327501,0.468467679,0,2,3,2
14,48,32,9,4844,61,71,3,93,101,2,123,33,141,151,1,174,1,192,201,2,other,0.647058824,0.747221305,0.406687776,0,2,3,1
13,21,32,0,2923,62,73,1,92,101,1,123,28,141,152,1,174,1,192,201,1,other,0.25,0.852921756,0.461008699,0,1,2,1
11,36,32,1,8229,61,73,2,93,101,2,122,26,143,152,1,173,2,191,201,2,other,0.470588235,0.560966215,0.439979123,0,2,3,1
14,24,34,2,2028,61,74,2,93,101,2,122,30,143,152,2,172,1,191,201,1,other,0.294117647,0.902167932,0.540394216,0,1,2,1
11,15,34,2,1433,61,73,4,92,101,3,122,25,143,151,2,173,1,191,201,1,young,0.161764706,0.93490701,0.483101715,0,1,1,1
13,42,30,9,6289,61,72,2,91,101,1,122,33,143,152,2,173,1,191,201,1,other,0.558823529,0.667712116,0.429743066,0,2,3,1
14,13,32,3,1409,62,71,2,92,101,4,121,64,143,152,1,173,1,191,201,1,other,0.132352941,0.936227578,0.446867693,0,1,1,3
11,24,32,1,6579,61,71,4,93,101,2,124,29,143,153,1,174,1,192,201,1,other,0.294117647,0.651755255,0.292255424,0,1,3,1
12,24,34,3,1743,61,75,4,93,101,2,122,48,143,152,2,172,1,191,201,1,other,0.294117647,0.917849675,0.527807874,0,1,1,2
14,12,34,6,3565,65,72,2,93,101,1,122,37,143,152,2,172,2,191,201,1,other,0.117647059,0.817596567,0.352293388,0,1,2,2
14,15,31,3,1569,62,75,4,93,101,4,123,34,141,152,1,172,2,191,201,1,other,0.161764706,0.927423792,0.55147693,0,1,1,1
11,18,32,3,1936,65,74,2,94,101,4,123,23,143,151,2,172,1,191,201,1,young,0.205882353,0.907230109,0.617943404,1,1,1,1
11,36,32,2,3959,61,71,4,93,101,3,122,30,143,152,1,174,1,192,201,1,other,0.470588235,0.795917244,0.398419624,0,2,2,1
14,12,32,0,2390,65,75,4,93,101,3,123,50,143,152,1,173,1,192,201,1,other,0.117647059,0.882249367,0.511608637,0,1,2,3
14,12,32,2,1736,61,74,3,92,101,4,121,31,143,152,1,172,1,191,201,1,other,0.117647059,0.918234841,0.526055547,0,1,1,1
11,30,32,1,3857,61,73,4,91,101,4,122,40,143,152,1,174,1,192,201,1,other,0.382352941,0.801529658,0.522582809,0,2,2,2
14,12,32,3,804,61,75,4,93,101,4,123,38,143,152,1,173,1,191,201,1,other,0.117647059,0.969516892,0.574356084,0,1,1,2
11,45,32,3,1845,61,73,4,93,101,4,124,23,143,153,1,173,1,192,201,2,young,0.602941176,0.912237262,0.56096343,1,2,1,1
12,45,34,1,4576,62,71,3,93,101,4,123,27,143,152,1,173,1,191,201,1,other,0.602941176,0.761967646,0.470990789,0,2,3,1
